Brand,Model,Year,Transmission,Mileage,Fuel Type,Tax,MPG,Engine Size,Price
Mercedes,V Class,2017,Automatic,33000,Diesel,145,44.6,2.1,29950
Ford,Grand C-MAX,2016,Automatic,27571,Diesel,30,58.9,1.5,11390
Ford,Galaxy,2012,Manual,39653,Petrol,235,39.2,1.6,8773
Skoda,Scala,2019,Automatic,2356,Petrol,145,45.6,1.5,16000
BMW,X4,2019,Automatic,123,Petrol,145,26.9,3,47480
Hyundai,IX20,2017,Manual,30458,Petrol,150,50.4,1.4,8690
Mercedes,CLS Class,2017,Semi-Auto,26747,Diesel,145,51.4,3,23980
VW,Caravelle,2011,Automatic,45000,Diesel,325,34.4,2,22995
VW,CC,2017,Semi-Auto,17955,Diesel,125,58.9,2,15490
Mercedes,GL Class,2016,Automatic,54761,Diesel,125,56.6,2.1,15750
Skoda,Scala,2019,Semi-Auto,3500,Petrol,145,45.6,1.5,18500
BMW,X4,2019,Automatic,2380,Petrol,145,26.9,3,43500
Mercedes,SLK,2004,Automatic,62744,Petrol,325,30.7,2,4990
Mercedes,S Class,2010,Automatic,38000,Diesel,570,19.5,6.2,26990
Hyundai,Santa Fe,2017,Manual,30956,Diesel,200,47.1,2.2,17995
Toyota,Prius,2019,Automatic,722,Diesel,140,64.2,1.8,23998
Ford,Galaxy,2019,Manual,2000,Diesel,145,55.4,2,22950
Vauxhall,Combo Life,2019,Manual,8001,Diesel,150,53.3,1.5,14998
VW,Arteon,2019,Semi-Auto,25,Diesel,145,50.4,2,26998
VW,Beetle,2016,Manual,65318,Diesel,20,65.7,2,8690
Ford,KA,2013,Manual,35708,Petrol,30,57.7,1.2,3895
Audi,S4,2018,Automatic,29000,Petrol,150,35.8,3,29995
Mercedes,S Class,2015,Automatic,76000,Diesel,200,48.7,3,22250
Mercedes,S Class,2001,Automatic,108800,Diesel,325,31.7,3.2,1695
BMW,X4,2017,Automatic,41543,Diesel,150,54.3,2,22670
Vauxhall,Combo Life,2019,Manual,10048,Diesel,145,53.3,1.5,13798
BMW,X4,2019,Semi-Auto,6170,Diesel,145,40.9,3,39263
Audi,A8,2018,Automatic,4284,Petrol,145,37.7,3,38500
VW,Shuttle,2019,Semi-Auto,8605,Diesel,150,32.8,2,29730
Audi,Q8,2019,Automatic,1000,Diesel,145,32.8,3,67990
Mercedes,SLK,2016,Semi-Auto,29726,Diesel,30,70.6,2,17480
VW,Caddy Maxi Life,2019,Semi-Auto,3818,Diesel,145,46.3,2,19999
Hyundai,I40,2019,Manual,30,Diesel,145,54.3,1.6,16000
BMW,X4,2019,Semi-Auto,10910,Diesel,150,42.8,2,42450
Audi,S3,2016,Semi-Auto,42000,Petrol,160,43.5,2,20950
Skoda,Scala,2019,Manual,2900,Petrol,145,49.6,1,14995
Hyundai,IX20,2016,Automatic,3000,Petrol,160,43.5,1.6,9995
Hyundai,IX20,2017,Automatic,27185,Petrol,160,43.5,1.6,9690
Ford,KA,2014,Manual,24962,Petrol,30,57.7,1.2,5399
Ford,Edge,2018,Automatic,8633,Diesel,145,47.9,2,26995
Hyundai,IX35,2013,Manual,26454,Diesel,145,48.7,1.7,8199
Audi,SQ5,2017,Automatic,24575,Petrol,145,34,3,38950
Skoda,Kamiq,2020,Manual,1000,Petrol,145,49.6,1,17495
VW,Caravelle,2019,Semi-Auto,2544,Diesel,145,32.8,2,42900
VW,Tiguan Allspace,2019,Automatic,4635,Diesel,145,38.7,2,27989
Mercedes,V Class,2018,Manual,26276,Diesel,145,46.3,2.1,19498
Vauxhall,GTC,2015,Manual,49523,Diesel,125,60.1,2,7627
Ford,Grand Tourneo Connect,2017,Manual,9000,Diesel,145,64.2,1.5,24500
VW,Beetle,2016,Manual,14382,Petrol,165,43.5,2,14980
Vauxhall,Antara,2015,Manual,65000,Diesel,240,44.1,2.2,7000
Hyundai,Getz,2007,Manual,57000,Petrol,125,51.4,1.1,1995
Ford,Edge,2017,Manual,9975,Diesel,145,48.7,2,21333
Ford,Edge,2018,Automatic,11007,Diesel,145,37.2,2,32000
Ford,Edge,2017,Manual,65853,Diesel,160,48.7,2,16999
Hyundai,IX35,2011,Manual,75617,Diesel,145,48.7,1.7,5490
VW,Scirocco,2016,Manual,35692,Diesel,20,55.4,2,12990
VW,Amarok,2018,Automatic,35000,Diesel,260,36.2,3,23500
Ford,Edge,2017,Manual,22017,Diesel,160,48.7,2,18999
Hyundai,I40,2019,Manual,30,Diesel,145,54.3,1.6,16000
Toyota,Hilux,2018,Manual,26411,Diesel,265,40.4,2.4,18498
VW,Tiguan Allspace,2020,Manual,752,Diesel,145,46.3,2,26950
VW,Caravelle,2019,Automatic,9200,Diesel,150,32.8,2,38500
Mercedes,CLS Class,2019,Semi-Auto,7038,Diesel,145,47.9,2.9,42999
Vauxhall,Combo Life,2019,Manual,9726,Diesel,145,53.3,1.5,13798
VW,Scirocco,2015,Manual,50000,Petrol,300,34.9,2,14990
VW,Arteon,2019,Semi-Auto,5807,Diesel,145,44.1,2,24990
Audi,A7,2016,Automatic,40674,Diesel,125,61.4,3,20200
Mercedes,CLS Class,2019,Semi-Auto,3354,Diesel,145,48.7,2.9,38500
Mercedes,V Class,2019,Automatic,18603,Diesel,145,48.7,2.1,20750
Hyundai,I800,2019,Manual,21457,Diesel,145,31.7,2.5,16199
Skoda,Yeti,2014,Manual,72500,Diesel,150,55.4,2,6990
Skoda,Rapid,2016,Semi-Auto,49000,Petrol,30,58.9,1.4,7790
Ford,KA,2010,Manual,38000,Petrol,30,55.4,1.2,2999
Mercedes,GL Class,2007,Automatic,104000,Diesel,570,28.8,3,7340
BMW,M4,2019,Semi-Auto,1921,Petrol,145,32.5,3,46000
Skoda,Kamiq,2020,Semi-Auto,2500,Petrol,145,43.5,1.5,21750
Audi,A7,2014,Automatic,61140,Diesel,200,47.9,3,14086
VW,Amarok,2016,Automatic,41978,Diesel,260,35.3,2,16500
Ford,Galaxy,2008,Manual,174000,Diesel,220,44.8,1.8,3995
Toyota,Prius,2016,Automatic,37000,Hybrid,0,85.6,1.8,20000
Toyota,Camry,2019,Automatic,3000,Hybrid,135,52.3,2.5,26990
Ford,Galaxy,2018,Manual,34350,Diesel,145,56.5,2,17979
BMW,X4,2016,Semi-Auto,50944,Diesel,205,47.9,3,21950
VW,Scirocco,2015,Manual,25751,Petrol,125,52.3,1.4,12991
Vauxhall,Combo Life,2019,Manual,2048,Diesel,145,53.3,1.5,19995
BMW,6 Series,2017,Automatic,26000,Diesel,145,49.6,3,24622
Ford,Tourneo Custom,2018,Manual,14292,Diesel,145,32.5,2,20000
BMW,M4,2016,Automatic,4550,Petrol,300,33.2,3,76990
VW,Scirocco,2016,Automatic,28902,Diesel,125,53.3,2,13800
Audi,A8,2018,Automatic,2490,Petrol,145,37.7,3,38990
Hyundai,IX20,2017,Manual,9760,Diesel,150,64.2,1.6,8690
Vauxhall,Antara,2013,Manual,53469,Diesel,240,44.1,2.2,6999
Ford,KA,2012,Manual,57500,Petrol,30,57.7,1.2,4500
Ford,Tourneo Custom,2018,Manual,2500,Diesel,145,32.5,2,19995
Mercedes,CLS Class,2019,Semi-Auto,5053,Diesel,145,48.7,2.9,40532
Mercedes,X-CLASS,2018,Automatic,11366,Diesel,265,31.4,3,33991
Mercedes,CLS Class,2011,Automatic,88559,Diesel,200,46.3,3,11995
Vauxhall,Combo Life,2019,Manual,8707,Diesel,145,53.3,1.5,15393
Skoda,Rapid,2018,Manual,15258,Petrol,145,61.4,1,10895
Toyota,Verso,2017,Manual,31756,Diesel,145,62.8,1.6,11498
Ford,Mustang,2017,Automatic,12000,Petrol,145,20.8,5,32990
Audi,A7,2014,Automatic,69743,Diesel,200,47.9,3,14840
Mercedes,CLK,2003,Automatic,185000,Petrol,330,17.8,4.3,3495
VW,Caravelle,2020,Semi-Auto,1500,Diesel,150,33.6,2,45990
Hyundai,Santa Fe,2017,Manual,26306,Diesel,205,47.1,2.2,19500
VW,Scirocco,2016,Manual,32628,Diesel,20,55.4,2,15000
Hyundai,IX35,2014,Manual,59247,Diesel,145,53.3,1.7,7777
Skoda,Kamiq,2019,Semi-Auto,1000,Petrol,145,43.5,1.5,23999
Ford,Edge,2017,Semi-Auto,43745,Diesel,200,47.9,2,19303
Hyundai,Santa Fe,2019,Automatic,20,Diesel,145,39.8,2.2,32489
Audi,Q8,2020,Semi-Auto,1500,Diesel,145,32.8,3,61795
VW,Arteon,2017,Automatic,32387,Petrol,150,38.7,2,21469
BMW,X6,2019,Automatic,15,Diesel,145,34.9,3,58900
Skoda,Kamiq,2019,Semi-Auto,10,Petrol,145,44.1,1.5,20390
Ford,Edge,2017,Manual,24151,Diesel,145,48.7,2,20499
Audi,RS3,2016,Semi-Auto,26930,Petrol,300,34.9,2.5,29350
Hyundai,Santa Fe,2019,Semi-Auto,2251,Diesel,145,40.9,2.2,31680
BMW,6 Series,2020,Semi-Auto,5,Petrol,145,42.8,2,34490
Skoda,Scala,2019,Semi-Auto,6000,Petrol,145,45.6,1.5,16990
BMW,M4,2019,Semi-Auto,3452,Petrol,150,34,3,53995
Toyota,Avensis,2015,Manual,11653,Diesel,30,62.8,2,10399
Mercedes,X-CLASS,2019,Automatic,22000,Diesel,260,31.4,3,40990
Vauxhall,Agila,2013,Automatic,31090,Petrol,145,49.6,1.2,5990
Mercedes,S Class,2019,Automatic,2772,Diesel,145,52.3,3,48750
Mercedes,S Class,2019,Semi-Auto,6675,Diesel,145,48.7,3,60849
Mercedes,S Class,2016,Automatic,27000,Diesel,160,50.4,3,30000
Audi,A7,2011,Automatic,64675,Diesel,145,55.4,3,12999
Audi,Q8,2019,Automatic,6000,Diesel,145,32.8,3,61990
Mercedes,CLS Class,2016,Semi-Auto,35474,Diesel,165,51.4,3,21498
Mercedes,CLS Class,2018,Automatic,3942,Diesel,145,48.7,2.9,32950
Hyundai,IX20,2015,Manual,29000,Petrol,125,50.4,1.4,7495
Hyundai,IX20,2017,Manual,12704,Petrol,145,50.4,1.4,9795
Vauxhall,Combo Life,2019,Manual,6000,Diesel,145,53.3,1.5,20890
Vauxhall,Zafira Tourer,2016,Manual,51300,Petrol,205,42.2,1.4,8999
Vauxhall,GTC,2016,Manual,26397,Petrol,165,47.1,1.4,9480
BMW,M5,2015,Semi-Auto,42932,Petrol,555,28.5,4.4,24310
Audi,A7,2015,Semi-Auto,13815,Petrol,260,37.2,3,25990
BMW,i3,2017,Automatic,32867,Other,0,470.8,0.6,19300
Skoda,Yeti,2015,Manual,24949.95781,Diesel,200,48.7,2,10000
Toyota,Prius,2017,Automatic,3440,Hybrid,135,94.1,1.8,20995
Toyota,IQ,2011,Automatic,30000,Petrol,20,58.9,1,5500
BMW,6 Series,2018,Semi-Auto,10250,Diesel,145,49.6,3,28990
Mercedes,S Class,2016,Semi-Auto,31210,Diesel,200,47.9,3,28980
Mercedes,S Class,2018,Automatic,25000,Diesel,150,52.3,2.9,39990
BMW,M4,2015,Semi-Auto,35000,Petrol,330,32.5,3,28995
BMW,7 Series,2016,Semi-Auto,15143,Diesel,160,52.3,3,33995
Ford,Mustang,2018,Automatic,5000,Petrol,145,23.5,5,32000
Ford,Edge,2018,Semi-Auto,19364,Diesel,145,47.9,2,25498
Mercedes,CLA Class,2016,Automatic,28916,Diesel,20,67.3,2.1,20248
Ford,KA,2014,Manual,31423,Petrol,30,57.7,1.2,4490
BMW,X6,2017,Semi-Auto,19924,Petrol,145,25.4,4.4,48482
Skoda,Rapid,2017,Semi-Auto,33558,Petrol,150,58.9,1.4,8495
Toyota,Land Cruiser,2004,Automatic,143000,Diesel,325,27.2,3,6450
BMW,Z3,1997,Manual,49000,Petrol,270,35.3,1.9,3950
BMW,X4,2016,Automatic,25465,Diesel,200,47.9,3,24000
VW,Scirocco,2014,Semi-Auto,33705,Diesel,145,50.4,2,12699
VW,Beetle,2017,Manual,30446,Petrol,145,53.3,1.2,12240
VW,Beetle,2014,Manual,29699,Diesel,125,57.6,2,7999
BMW,6 Series,2005,Automatic,84000,Petrol,305,24.6,4.4,4995
Mercedes,SLK,2008,Automatic,58000,Petrol,330,29.7,3,7495
Ford,KA,2016,Manual,22280,Petrol,30,57.7,1.2,5495
Toyota,Prius,2018,Automatic,43078,Hybrid,135,94.1,1.8,18990
Hyundai,I800,2019,Manual,2269,Diesel,145,31.7,2.5,22998
VW,Caravelle,2020,Automatic,5000,Diesel,145,34,2,50388
Hyundai,Santa Fe,2019,Semi-Auto,25,Diesel,145,39.8,2.2,35495
Vauxhall,Zafira Tourer,2016,Manual,32363,Petrol,200,42.2,1.4,9999
Audi,A7,2013,Automatic,63000,Diesel,200,47.9,3,14990
Skoda,Rapid,2017,Manual,22199,Petrol,30,57.7,1.2,10800
VW,Arteon,2020,Semi-Auto,115,Petrol,145,47.1,2,28990
Ford,Galaxy,2017,Manual,28492,Diesel,145,56.5,2,19289
Hyundai,Santa Fe,2016,Automatic,42812,Diesel,235,42.2,2.2,15995
Skoda,Yeti,2013,Manual,59006,Diesel,205,47.1,2,8000
Toyota,GT86,2016,Manual,19987,Petrol,260,36.2,2,13999
Toyota,Supra,2019,Semi-Auto,1000,Petrol,145,34.5,3,49991
VW,CC,2017,Automatic,27000,Diesel,125,58.9,2,14000
Mercedes,CLS Class,2014,Semi-Auto,42980,Diesel,145,54.3,2.1,16990
BMW,X4,2018,Semi-Auto,10920,Diesel,150,42.8,2,32000
Vauxhall,Combo Life,2019,Automatic,826,Diesel,145,50.4,1.5,16130
BMW,7 Series,2016,Semi-Auto,21224,Petrol,300,35.3,4.4,32990
Mercedes,X-CLASS,2019,Automatic,12402,Diesel,260,35.8,2.3,24895
Ford,Edge,2019,Semi-Auto,16192,Diesel,145,37.2,2,29999
BMW,X7,2020,Semi-Auto,4000,Diesel,145,33.6,3,64999
Hyundai,IX35,2014,Manual,70352,Diesel,150,53.3,1.7,7599
Mercedes,S Class,1999,Automatic,34000,Petrol,145,24.6,3.2,5995
VW,Arteon,2017,Semi-Auto,18392,Diesel,150,62.8,2,20431
VW,Arteon,2019,Manual,10,Diesel,145,52.3,2,27498
Mercedes,CLA Class,2017,Automatic,20182,Diesel,150,67.3,2.1,16850
Audi,A8,2019,Automatic,755,Diesel,145,39.2,3,47990
Skoda,Kamiq,2020,Semi-Auto,2000,Diesel,145,52.3,1.6,21495
Hyundai,IX20,2016,Manual,25969,Petrol,125,50.4,1.4,7970
Hyundai,Santa Fe,2019,Automatic,1173,Diesel,145,39.2,2.2,33900
Ford,KA,2015,Manual,36742,Petrol,30,57.7,1.2,5295
Hyundai,Santa Fe,2019,Semi-Auto,2390,Diesel,145,39.2,2.2,32980
Hyundai,Santa Fe,2017,Manual,28366,Diesel,150,47.1,2.2,17400
Ford,Grand C-MAX,2016,Semi-Auto,37799,Diesel,30,58.9,1.5,9491
VW,Caravelle,2019,Semi-Auto,6565,Diesel,145,33.6,2,39995
Ford,Edge,2017,Manual,62124,Diesel,160,48.7,2,15700
Ford,Tourneo Connect,2015,Manual,88927,Diesel,30,64.2,1.5,9998
Mercedes,M Class,2012,Automatic,54632,Diesel,200,44.8,2.1,15299
Ford,Grand C-MAX,2017,Manual,14369,Diesel,150,64.2,1.5,12950
Hyundai,IX20,2016,Manual,2542,Petrol,125,50.4,1.4,8495
Ford,Grand C-MAX,2017,Manual,31399,Diesel,30,64.2,1.5,10998
Ford,Grand C-MAX,2017,Manual,22235,Diesel,30,64.2,1.5,11000
Hyundai,I800,2019,Automatic,804,Diesel,145,31.7,2.5,20000
Ford,Edge,2017,Semi-Auto,14143,Diesel,150,47.9,2,22000
VW,Shuttle,2019,Semi-Auto,11542,Diesel,150,32.8,2,26990
Audi,RS6,2017,Semi-Auto,34926,Petrol,325,29.4,4,57995
VW,Arteon,2019,Automatic,1413,Other,150,50.4,2,24989
VW,Scirocco,2017,Manual,24784,Diesel,20,67.3,2,14995
Hyundai,Santa Fe,2016,Semi-Auto,30822,Diesel,235,42.8,2.2,16995
Mercedes,GL Class,2015,Automatic,53789,Diesel,125,56.5,2.1,16499
VW,Amarok,2015,Manual,50114,Diesel,260,35.3,2,15985
Mercedes,GL Class,2015,Automatic,41270,Diesel,20,62.8,2.1,15299
Hyundai,IX20,2017,Manual,12836,Petrol,145,50.4,1.4,9490
Mercedes,SLK,2012,Automatic,51703,Diesel,145,56.5,2.1,10800
Ford,Grand C-MAX,2015,Semi-Auto,31221,Diesel,165,48.7,2,10495
Hyundai,Santa Fe,2019,Semi-Auto,10000,Diesel,145,39.2,2.2,32149
VW,Arteon,2019,Semi-Auto,3000,Diesel,150,50.4,2,29998
VW,Tiguan Allspace,2019,Automatic,15856,Diesel,150,38.7,2,28950
VW,Scirocco,2018,Semi-Auto,23548,Petrol,145,44.1,2,20353
Ford,Tourneo Custom,2018,Manual,13306,Diesel,145,32.5,2,20000
BMW,X4,2016,Automatic,57000,Diesel,205,47.1,3,22490
Ford,Edge,2017,Semi-Auto,19552,Diesel,200,47.9,2,22500
VW,Tiguan Allspace,2019,Automatic,8963,Diesel,145,39.2,2,32990
Skoda,Yeti,2014,Manual,32078,Petrol,160,46.3,1.2,8199
Audi,A8,2015,Automatic,46558,Diesel,200,47.9,3,18950
Skoda,Yeti,2017,Manual,36078,Diesel,30,62.8,2,10500
Vauxhall,Zafira Tourer,2013,Manual,121349,Petrol,235,39.2,1.8,3750
Toyota,Verso,2017,Manual,44896,Petrol,200,41.5,1.6,12200
Hyundai,IX20,2017,Manual,12417,Petrol,125,50.4,1.4,8940
Toyota,GT86,2015,Manual,38126,Petrol,260,36.2,2,13991
Skoda,Yeti,2015,Manual,48870,Diesel,200,48.7,2,9995
Ford,KA,2014,Manual,57533,Petrol,30,57.7,1.2,4199
Audi,RS5,2019,Automatic,9108,Petrol,145,29.7,2.9,55450
BMW,M4,2018,Semi-Auto,8797,Petrol,145,34,3,39792
Ford,Edge,2017,Manual,18968,Diesel,160,48.7,2,18950
BMW,X6,2019,Automatic,5000,Petrol,145,26.4,3,58988
Skoda,Kamiq,2020,Manual,2046,Petrol,145,47.1,1.5,18499
Mercedes,GLS Class,2018,Semi-Auto,8963,Diesel,145,37.2,3,43999
Mercedes,S Class,2016,Semi-Auto,44072,Diesel,200,47.9,3,25498
Mercedes,CLS Class,2017,Semi-Auto,65700,Diesel,125,57.7,2.1,17495
Ford,Grand C-MAX,2017,Manual,12054,Petrol,30,54.3,1,11240
BMW,X4,2016,Automatic,24881,Diesel,145,54.3,2,22750
VW,Beetle,2015,Manual,37944,Diesel,145,55.4,2,11000
Ford,Galaxy,2019,Automatic,600,Diesel,145,43.5,2,23950
VW,Scirocco,2017,Manual,25018,Petrol,145,47.1,2,16291
Vauxhall,Combo Life,2019,Manual,10098,Diesel,145,53.3,1.5,13798
Ford,Tourneo Custom,2017,Manual,32315,Diesel,145,44.1,2,22000
Toyota,Prius,2019,Automatic,4092,Other,140,61.4,1.8,24395
Toyota,Hilux,2016,Automatic,55883,Diesel,260,32.8,3,15498
Ford,Puma,2020,Manual,3073,Petrol,145,50.4,1,20891
BMW,6 Series,2016,Automatic,19411,Petrol,260,37.2,3,21485
Skoda,Kamiq,2020,Semi-Auto,4000,Petrol,145,44.1,1.5,20499
Ford,Puma,2019,Manual,578,Petrol,145,50.4,1,22000
Audi,A8,2019,Automatic,5000,Diesel,145,50.4,3,40990
VW,Amarok,2014,Manual,60000,Diesel,260,35.3,2,14990
Mercedes,GLS Class,2017,Semi-Auto,44555,Diesel,300,37.2,3,37999
Mercedes,CLA Class,2016,Automatic,31959,Petrol,200,42.8,2,17490
Audi,RS3,2016,Automatic,50796,Petrol,300,34.9,2.5,29000
Ford,Fusion,2005,Manual,31000,Petrol,200,41.5,1.4,2095
Toyota,Prius,2017,Automatic,39402,Hybrid,0,94.1,1.8,18700
Hyundai,Santa Fe,2014,Automatic,51344,Diesel,260,41.5,2.2,14799
Skoda,Scala,2020,Automatic,1000,Petrol,150,47.1,1,17980
Toyota,Avensis,2016,Manual,61300,Diesel,20,67.3,1.6,9995
Hyundai,IX35,2013,Manual,50998,Diesel,145,48.7,1.7,7298
VW,Amarok,2019,Automatic,1250,Diesel,260,33.6,3,36999
VW,Tiguan Allspace,2019,Manual,94,Petrol,150,36.2,1.5,24998
Ford,Grand Tourneo Connect,2019,Manual,15297,Diesel,145,61.4,1.5,16930
BMW,Z4,2019,Semi-Auto,8810,Petrol,145,37.2,2,33990
Audi,Q8,2019,Semi-Auto,10000,Diesel,150,32.8,3,65990
VW,Scirocco,2016,Manual,57362,Diesel,20,55.4,2,12998
Ford,Mustang,2018,Automatic,6250,Petrol,145,23.5,5,31498
Vauxhall,GTC,2018,Manual,9802,Petrol,145,47.1,1.4,13995
BMW,8 Series,2019,Semi-Auto,3369,Petrol,150,26.7,4.4,73890
Mercedes,V Class,2018,Semi-Auto,12572,Diesel,150,44.8,2.2,43991
Ford,Grand Tourneo Connect,2015,Automatic,14079,Diesel,125,56.6,1.5,13200
Ford,Mustang,2020,Semi-Auto,3200,Petrol,145,24.8,5,40495
Ford,Grand C-MAX,2016,Manual,48154,Diesel,30,64.2,1.5,9795
Skoda,Scala,2020,Semi-Auto,1000,Petrol,145,45.6,1.5,19995
BMW,M4,2020,Semi-Auto,5,Petrol,145,34,3,59995
BMW,Z3,1999,Manual,58000,Petrol,270,35.3,1.9,3950
VW,Caravelle,2020,Semi-Auto,15,Diesel,145,32.8,2,45450
Ford,Galaxy,2019,Semi-Auto,14872,Diesel,145,46.3,2,28000
Ford,Galaxy,2017,Manual,18000,Petrol,145,43.5,1.5,19990
Ford,KA,2015,Manual,30938,Petrol,30,57.7,1.2,4800
Audi,A7,2019,Automatic,5201,Diesel,145,38.7,3,39985
Hyundai,I800,2018,Manual,33387,Diesel,150,31.7,2.5,15800
BMW,X7,2019,Semi-Auto,6391,Diesel,145,33.6,3,72430
Audi,A7,2017,Semi-Auto,21134,Diesel,145,52.3,3,25450
VW,CC,2015,Manual,61119,Diesel,30,60.1,2,9301
BMW,Z4,2019,Semi-Auto,156,Petrol,145,38.7,2,34890
VW,Amarok,2018,Automatic,20811,Diesel,260,36.2,3,22990
BMW,7 Series,2019,Semi-Auto,5113,Diesel,145,44.1,3,47000
Skoda,Yeti,2013,Semi-Auto,29627,Diesel,240,43.5,2,10995
Ford,Fusion,2009,Manual,86022,Petrol,205,43.5,1.4,2491
BMW,M4,2019,Semi-Auto,5644,Petrol,145,34,3,44500
VW,Shuttle,2020,Manual,1578,Diesel,145,37.2,2,28999
Ford,Galaxy,2016,Semi-Auto,17136,Diesel,145,52.3,2,19290
Skoda,Kamiq,2019,Manual,3160,Petrol,145,47.9,1,15995
VW,Beetle,2007,Manual,40000,Petrol,265,36.2,1.6,3850
Toyota,Hilux,2019,Manual,12679,Diesel,265,40.4,2.4,24250
VW,Scirocco,2016,Manual,32546,Petrol,150,47.1,2,13700
Mercedes,V Class,2018,Manual,23275,Diesel,145,46.3,2.1,24998
Mercedes,CLS Class,2014,Automatic,48500,Diesel,145,54.3,2.1,13995
Ford,KA,2016,Manual,6205,Petrol,30,57.7,1.2,8100
VW,Shuttle,2019,Semi-Auto,12316,Diesel,145,32.8,2,36995
Toyota,Hilux,2019,Manual,13000,Diesel,260,40.4,2.4,26394
BMW,X4,2019,Semi-Auto,12855,Diesel,145,40.4,3,36900
Mercedes,CLS Class,2015,Semi-Auto,40912,Diesel,125,57.7,2.1,19298
Toyota,Verso,2013,Manual,30000,Diesel,125,57.6,2,8995
BMW,7 Series,2019,Semi-Auto,6249,Diesel,145,42.2,3,46500
Audi,RS5,2017,Semi-Auto,18630,Petrol,145,32.5,2.9,41970
Toyota,Prius,2019,Automatic,12998,Hybrid,135,217.3,1.8,26995
Toyota,Prius,2017,Automatic,25000,Hybrid,0,85.6,1.8,19495
Toyota,Verso,2017,Semi-Auto,16084,Petrol,160,43.5,1.8,15498
VW,Amarok,2019,Manual,800,Diesel,260,32.5,3,28995
Toyota,GT86,2019,Manual,5123,Petrol,145,33.2,2,25780
VW,Scirocco,2016,Manual,50347,Diesel,20,55.4,2,12947
Toyota,Prius,2010,Automatic,68296,Hybrid,0,70.6,1.8,8993
Mercedes,GLS Class,2017,Automatic,11575,Diesel,150,37.2,3,38000
Vauxhall,Combo Life,2018,Manual,13619,Diesel,145,53.3,1.5,14500
Hyundai,Santa Fe,2019,Automatic,11,Diesel,145,39.8,2.2,32500
Mercedes,V Class,2015,Automatic,57500,Diesel,235,44.8,2.1,27490
Ford,Galaxy,2016,Manual,145,Diesel,125,56.5,2,20500
Toyota,Land Cruiser,2016,Semi-Auto,43996,Diesel,305,38.2,2.8,31990
Audi,S3,2003,Manual,106000,Petrol,325,39.8,1.8,4990
VW,Caddy Maxi Life,2019,Semi-Auto,1581,Diesel,145,46.3,2,22788
VW,Shuttle,2018,Manual,25029,Diesel,145,47.1,2,19998
Audi,Q8,2019,Semi-Auto,6000,Diesel,145,32.8,3,76990
Mercedes,V Class,2019,Manual,100,Diesel,145,46.3,2.1,25000
Hyundai,IX20,2017,Automatic,22658,Petrol,145,43.5,1.6,10080
BMW,M4,2017,Semi-Auto,63660,Petrol,150,32.5,3,34221
Audi,A8,2017,Automatic,1420,Diesel,145,50.4,3,38985
Vauxhall,Combo Life,2018,Manual,550,Diesel,145,53.3,1.5,12495
Vauxhall,Combo Life,2019,Manual,1800,Petrol,145,42.2,1.2,13957
BMW,X6,2019,Automatic,10231,Diesel,145,44.8,3,42888
BMW,X4,2020,Semi-Auto,100,Petrol,145,24.8,3,60995
BMW,Z4,2020,Automatic,101,Petrol,145,38.7,2,28500
Vauxhall,GTC,2016,Manual,34391,Petrol,160,47.1,1.4,7495
Skoda,Rapid,2018,Manual,14742,Petrol,145,61.4,1,10695
Toyota,Avensis,2017,Manual,27196,Petrol,145,47.1,1.8,11998
VW,Arteon,2019,Automatic,5257,Petrol,145,47.1,2,26587
Hyundai,I40,2014,Automatic,66031,Diesel,200,47.1,1.7,7700
BMW,X6,2018,Semi-Auto,11500,Diesel,150,40.9,3,37900
Skoda,Rapid,2018,Manual,21014,Petrol,145,62.8,1,9495
Skoda,Kamiq,2020,Semi-Auto,3927,Petrol,150,43.5,1.5,20950
VW,Beetle,2016,Manual,38540,Diesel,30,61.4,2,10490
BMW,i3,2016,Automatic,20013,Hybrid,0,470.8,0,19875
BMW,M3,2015,Semi-Auto,13537,Petrol,300,34,3,32950
Skoda,Kamiq,2019,Automatic,45,Petrol,145,43.5,1.5,20870
VW,Amarok,2019,Automatic,3460,Diesel,260,33.6,3,34995
Ford,Mustang,2019,Semi-Auto,678,Petrol,145,22.1,5,41000
VW,Shuttle,2019,Semi-Auto,4800,Diesel,145,33.2,2,29995
Skoda,Rapid,2017,Manual,33151,Petrol,145,61.4,1,8800
Toyota,Avensis,2014,Manual,44537,Diesel,30,61.4,2,7999
VW,CC,2016,Automatic,32925,Diesel,125,58.9,2,12500
Mercedes,S Class,2019,Automatic,6468,Diesel,145,48.7,3,59949
Mercedes,SLK,2001,Automatic,69234,Petrol,325,30.7,2,3990
Toyota,Prius,2017,Automatic,47348,Hybrid,0,94.1,1.8,18765
Audi,R8,2019,Automatic,13663,Petrol,150,21.4,5.2,125000
Audi,A8,2018,Semi-Auto,5760,Petrol,145,37.7,3,38861
Toyota,Avensis,2017,Manual,35939,Diesel,145,67.3,1.6,10595
Skoda,Scala,2019,Semi-Auto,2838,Petrol,145,45.6,1.5,16495
Hyundai,IX35,2014,Manual,31172,Diesel,145,53.3,1.7,9295
Toyota,Prius,2016,Automatic,41902,Hybrid,0,94.1,1.8,17519
BMW,Z4,2012,Manual,49289,Petrol,200,41.5,2,10199
Skoda,Rapid,2018,Semi-Auto,2736,Petrol,150,61.4,1,11495
VW,Scirocco,2017,Semi-Auto,18673,Petrol,145,34.9,2,20550
